ip	num_assoc	res_definite	res_most_definite	res_btc_definite	res_probable	res_improbable	res_starke	res_scheitle	res_keyscan
2a01:4f8:222:2216::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	NEGATIVE
2a01:4f9:2a:2b86::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2a02:e5e:1:10::27	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2a01:7c8:d001:1c1:5054:ff:feee:3e1a	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	NEGATIVE
2a01:238:42bd:bb00:f2f6:2ab7:f537:47a1	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2a02:c207:3001:7807::1	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2002:53a7:17d::53a7:17d	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2a05:d012:42a:5700:ed77:1d74:e411:ce62	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a03:6000:870:0:46:23:87:218	20408	NEGATIVE	NEGATIVE	NEGATIVE	POSITIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2603:6081:8105:6084:185e:db3c:df33:8ec5	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2607:5300:203:2fac::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	POSITIVE	CONFLICT
2001:470:28:3d5::164	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	POSITIVE	CONFLICT
2001:818:e245:f800:7219:e3ec:79f4:d6fe	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	NEGATIVE
2607:5300:60:85a9::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2406:da1a:5b2:ea03:9c44:50b0:2c0e:664c	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a01:4f8:190:91ce::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	POSITIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2001:41d0:8:bed3::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2a01:4f9:4a:1152::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2001:982:27f2:1:7271:bcff:fe94:d5bb	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	POSITIVE	NEGATIVE
2a01:4f9:4b:5511::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2401:d002:2102:b00:211:32ff:fe9e:7ae3	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a01:4f8:172:138c::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	ERROR	INDECISIVE
2001:41d0:a:44b0::	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	NEGATIVE
2a01:4f8:c2c:15af::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2a00:7c80:0:10b::3faf	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a01:4f8:140:10bf::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2a01:367:c204::17:2bc	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2400:6180:100:d0::a63:1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2001:678:cc8::1:10:88	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2a01:261:0:9::3eb0	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2a01:4f8:200:4016::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2001:4ba0:fff4:26::1	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2001:41d0:1:8f4f::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	NEGATIVE
2001:41d0:a:f869::1	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2001:41d0:8:d28a::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	NEGATIVE
2a01:4f8:171:1c3::2	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2a02:c205:2018:8229::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	NEGATIVE
2001:41d0:303:6cd7::	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2600:1f1c:2d3:2400:f15e:2f2a:760d:a33d	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a02:c207:3002:5433::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2806:2f0:9140:67eb:606a:eefe:6cb0:7e7b	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a01:4f9:c010:9a7a::1	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	POSITIVE	CONFLICT
2607:5300:60:3f9f::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2001:41d0:a:205f::1	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2003:ce:8f14:4b00:7285:c2ff:fe8c:da8e	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	NEGATIVE	ERROR	INDECISIVE
2003:db:ef42:5c00::f00d:babe	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2001:a61:b12:3d01:dea6:32ff:fe71:1f18	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a02:c207:3002:7468::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2406:da1a:5b2:ea00:30bb:d819:3fa0:929	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a02:8308:8087:aa00:bc6:9c33:a81d:2f6a	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a03:1b20:1:f410::13e	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a02:220f:2000:2300::1	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	ERROR	CONFLICT
2a00:a040:19e:6328:4b34:a1d6:c1fd:e6fe	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a05:d018:a75:6c00:bdd7:bf80:2578:4598	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a01:8740:1:ffc5::8c6a	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2001:41d0:303:c31b::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2a05:d018:a75:6c01:25b5:7d65:c04a:d634	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	NEGATIVE	ERROR	INDECISIVE
2a01:4f8:172:11db::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	ERROR	INDECISIVE
2a01:4f9:2a:390::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2a02:1205:34c0:2710:8d0:1b08:7d26:4d05	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2001:41d0:1008:b86::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2a01:4f8:a0:50c2::2	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2a01:4f8:191:40e8::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	POSITIVE	INDECISIVE	CONFLICT	ERROR	INDECISIVE
2a02:1205:c68a:d1c0:3341:942d:8c5a:c0bf	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	NEGATIVE	ERROR	INDECISIVE
2a02:2b80:101:104::614	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	INDECISIVE	CONFLICT	POSITIVE	CONFLICT
2a05:d016:98f:5201:49e4:15fc:eef0:4c62	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2600:3c03::f03c:91ff:fe28:1445	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2a05:d01a:b7b:3c00:5e21:ed54:57d2:f88a	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a02:e00:fff0:506::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2600:1700:5b2b:5f::8040	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2001:bc8:2758:ff00::1	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2a01:4f9:c010:e14b::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2603:8080:1f07:6fdd:7de2:d969:78c9:b7ea	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2a02:1205:c6ae:44c0:5c79:b6af:fb2d:4867	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	NEGATIVE	ERROR	INDECISIVE
2a05:d01c:672:9203:a839:ab2:ea1f:ff86	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2001:985:c397:1:eea8:6bff:feae:cd0b	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	POSITIVE	NEGATIVE
2601:588:c001:c6d5:250:56ff:fe87:69fe	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a01:4f8:120:838c::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2001:8b0:1596:ff02::4	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2001:41d0:2:c573::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2a01:e35:2ff1:46b0:4b62:b66:b10e:ad9e	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2a01:4f8:190:5176::123	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	INDECISIVE	CONFLICT	POSITIVE	CONFLICT
2001:470:7:b74::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2a01:4f8:151:8408::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	INDECISIVE	NEGATIVE	ERROR	CONFLICT
2600:1f11:b5e:2a03:613f:af1f:9488:d72b	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2001:470:28:88::100	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	NEGATIVE
2a01:238:4265:f500:3ddf:1b05:2e75:cb00	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2a05:d01c:672:9201:1bc2:3c6c:6bf5:dd3	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2607:ff28:800f:97:225:90ff:fe75:1110	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2603:6011:3c0a:c563:8f32:4049:ec35:f1df	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2001:19f0:6001:306f:ec4:7aff:fe8f:66ec	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2001:41d0:303:674c::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2002:509:8ce4::509:8ce4	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2a01:488:2000:9801::d	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	NEGATIVE
2001:41d0:403:34ac::	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2605:1080:0:f00::70	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a02:8071:82cb:af00:778d:dc56:e57c:b1ce	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a01:4f8:a0:727d::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	POSITIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2001:19f0:7000:9109::64	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2a01:4f8:13b:7ce::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2406:da18:9f1:f301:757b:1f4e:64c3:9e18	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	NEGATIVE	ERROR	INDECISIVE
2001:470:8ba4:102:ffff::4a29	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2001:41d0:2:291b::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2a01:4f9:4a:2f9b::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2001:a61:128b:9401:4e52:62ff:fea5:45a4	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a01:4f8:222:1401::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2a01:4f8:161:60a7::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	ERROR	CONFLICT
2601:646:8100:11b3::46	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2600:1f16:a08:b903:c811:dde9:3c6e:d07c	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a01:e0a:252:6bd0::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a03:4000:36:d1:8da:abff:fea4:41a	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2800:40:1b:f82:3373:66b3:3f36:a031	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2a01:4f8:151:5149::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2a02:8106:228:ef00::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	POSITIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2604:6000:bfc0:56:61aa:d55f:d392:b937	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2001:4dd0:3564:1::7676:8090	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2601:647:4000:bbf3:5ebe:a3da:6667:8836	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2a10:3781:84b:1:b123:6306:943a:f09b	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2001:41d0:403:c02::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2a01:4f9:4a:13a5::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	INDECISIVE	NEGATIVE	ERROR	CONFLICT
2a01:4f8:150:7087::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2601:246:5601:7af3:467b:a803:f562:c1dc	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a01:4f8:201:8367::2	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2001:41d0:e:9e7::1	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	INDECISIVE	CONFLICT	POSITIVE	CONFLICT
2a01:238:437d:8500:daf:3244:d123:a07e	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2001:b07:6461:7811:77:7089:2c4a:e7e0	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a01:4f8:10b:4598:5054:ff:fe84:7c62	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2001:b07:6474:32ba:eb7:ca02:4c65:fbe	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2001:985:ccc4:1:1e69:7aff:fe0b:3767	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	ERROR	INDECISIVE
2402:1f00:8000:1bc::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2a01:4f9:2a:13a0::2	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2a05:d014:a55:4000:e455:c16:558b:ea6a	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a01:4f8:201:232f::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	CONFLICT
2604:6800:5e11:162:5c8f:d2ff:fe26:146f	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2001:470:7d79::4	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a00:7c80:0:4e:b7c0::2001	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	POSITIVE	CONFLICT
2003:a:63a:8800:211:32ff:fe9c:e46d	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2001:bc8:47a0:1c23::1	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	CONFLICT
2001:470:d9d4:10:385b:8cc:144f:6118	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a01:4f8:13b:288c::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a02:2b88:2:1::5b29:1	20408	NEGATIVE	NEGATIVE	NEGATIVE	POSITIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2a02:c207:3006:3185::1	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2001:4dd0:3564:0:9c1c:cc31:9fe8:5505	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2409:12:14a0:2e00:2f38:24e8:6bb6:d210	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a01:4f8:201:9402::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	ERROR	CONFLICT
2a01:e35:2f12:cb70:db2a:1f2a:1449:5520	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2a07:5741:0:da0::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2001:41d0:700:3a29::	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2a03:c980:db:18f::	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	INDECISIVE	CONFLICT	POSITIVE	CONFLICT
2602:ffb6:4:3399:f816:3eff:fe3b:1365	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	ERROR	CONFLICT
2a01:4f8:200:6346::2	20408	CONFLICT	CONFLICT	NEGATIVE	POSITIVE	INDECISIVE	CONFLICT	ERROR	CONFLICT
2804:d57:551f:bf00:21e:67ff:fea8:d798	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2401:d002:4402:0:8f28:591a:6ea0:c683	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	CONFLICT	ERROR	INDECISIVE
2001:41d0:700:253e::beef	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a01:4f8:211:1e4b::2	20408	NEGATIVE	NEGATIVE	NEGATIVE	POSITIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2a02:7b40:c287:50e7::1	20408	NEGATIVE	NEGATIVE	NEGATIVE	POSITIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2001:470:1f1a:172::2	20408	CONFLICT	CONFLICT	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	CONFLICT
2001:470:1f07:281:d250:99ff:fe87:75b5	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2a00:ee2:1200:1900:250:56ff:fe84:10fb	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2605:9880:201:17::4b7c	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2a02:2f08:4613:b500:2fc6:b794:5a75:98a6	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	INDECISIVE
2406:da1a:5b2:ea01:6734:3242:201e:807a	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	INDECISIVE	NEGATIVE	ERROR	INDECISIVE
2001:470:d:99d:105a:224e:995c:77a5	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	NEGATIVE	ERROR	NEGATIVE
2a01:e0a:3f7:89f0:585f:2500:60da:25c1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	POSITIVE	INDECISIVE
2a05:d014:a55:4001:8d52:ae42:b79f:b5b1	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2a01:4f9:2b:16c4::a54	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
2600:1700:6478:400f:4bcf:183c:12ed:bcef	20408	NEGATIVE	NEGATIVE	NEGATIVE	INDECISIVE	NEGATIVE	CONFLICT	ERROR	INDECISIVE
